,original_text,filtered_text,NBD_tag
3920,1/2 teaspoon ground cardamom,ground cardamom,"""02006"""
3921,1/2 cup (1 stick) chilled unsalted butter cut into small pieces,( stick) chilled unsalted butter cut into pieces,"""01145"""
3922,1/2 cup canned solid pack pumpkin,canned solid pack pumpkin,"""11424"""
3923,1/4 cup plus 2 tablespoons chilled whipping cream,plus chilled whipping cream,"""01053"""
3924,1/3 cup (packed) golden brown sugar,(packed) golden brown sugar,"""19334"""
3925,4 tablespoons honey,honey,"""19296"""
3927,1/2 cup chopped walnuts toasted,chopped walnuts toasted,"""12155"""
3928,16 walnut halves,walnut halves,"""12155"""
3929,2 large portobello mushrooms coarsely chopped stems included (about 1 1/4 cups),portobello mushrooms coarsely chopped stems included (about cups),"""11265"""
3930,1 (10-ounce) box frozen chopped spinach defrosted and drained,(ounce) box frozen chopped spinach defrosted and drained,"""11463"""
3931,2 egg whites,egg whites,"""01124"""
3932,1/2 cup grated Parmesan divided,grated parmesan divided,"""01033"""
3933,1/2 teaspoon ground black pepper,ground black pepper,"""02030"""
3934,6 cloves garlic crushed,cloves garlic crushed,"""11215"""
3935,1 teaspoon salt,salt,"""02047"""
3937,2 tablespoons Worcestershire sauce,worcestershire sauce,"""06971"""
3938,1 pound lean ground turkey breast (with no skin),lean ground turkey breast (with no skin),"""05665"""
3939,1 tablespoon olive oil,olive oil,"""44005"""
3940,2 (14-ounce) cans crushed tomatoes,(ounce) crushed tomatoes,"""11531"""
3941,2 (6-inch) submarine sandwich rolls,(inch) submarine sandwich rolls,"""28288"""
3942,1/4 cup olive oil,olive oil,"""44005"""
3943,6 large garlic cloves finely chopped,garlic cloves finely chopped,"""11215"""
3944,2 tablespoons dried tarragon crumbled,dried tarragon crumbled,"""02041"""
3945,1 3 1/2-pound chicken cut into 8 pieces,chicken cut into pieces,"""05011"""
3946,2 russet potatoes peeled halved lengthwise and thinly sliced,russet potatoes peeled halved lengthwise and thinly sliced,"""11353"""
3947,Kosher salt,kosher salt,"""02047"""
3948,3 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
3949,1 onion thinly sliced,onion thinly sliced,"""11282"""
3950,1 bunch Swiss chard stems removed leaves thinly sliced,bunch swiss chard stems removed leaves thinly sliced,"""11147"""
3951,2 large eggs plus 10 egg whites lightly beaten,eggs plus egg whites lightly beaten,"""01123"""
3952,Freshly ground pepper,freshly ground pepper,"""02030"""
3953,1 ounce thinly sliced soppressata or other salami halved,thinly sliced soppressata or other salami halved,"""07071"""
3954,1 small whole-wheat baguette (about 8 inches) split,wholewheat baguette (about inches) split,"""28313"""
3955,3 ounces provolone cheese shredded (about 3/4 cup),provolone cheese shredded (about cup),"""01035"""
3956,2 tablespoons chopped fresh parsley,chopped fresh parsley,"""11297"""
3957,8 (6-ounce) pieces skinless hake or Pacific cod fillet (1/2 to 1 1/4 inches thick),(ounce) pieces skinless hake or pacific cod fillet ( to thick),"""15015"""
3959,1/2 teaspoon finely chopped bottled malagueta peppers or 1/4 teaspoon dried hot red-pepper flakes,finely chopped bottled malagueta peppers or dried hot redpepper flakes,"""11819"""
3960,2 tablespoons finely chopped garlic (3 cloves),finely chopped garlic ( cloves),"""11215"""
3961,2 teaspoons salt,salt,"""02047"""
3962,1 pound extra-large shrimp in shell (16 to 20 per pound) peeled and deveined reserving shells if making soft manioc polenta as accompaniment,extralarge shrimp in shell ( to per pound) peeled and deveined reserving shells if making soft manioc polenta as accompaniment,"""15270"""
3963,1 1/2 pound tomatoes cut into 1/2-inch cubes,tomatoes cut intoinch cubes,"""11529"""
3964,1 large onion chopped,onion chopped,"""11282"""
3965,1/2 cup chopped green bell pepper,chopped green bell pepper,"""11333"""
3966,1/3 cup chopped yellow bell pepper,chopped yellow bell pepper,"""11951"""
3967,2 yellow plantains peeled and each cut diagonally into 8 pieces,yellow plantains peeled and each cut diagonally into pieces,"""09277"""
3968,1/2 cup finely chopped fresh cilantro,finely chopped fresh cilantro,"""11165"""
3969,1/4 cup finely chopped fresh flat-leaf parsley,finely chopped fresh flatleaf parsley,"""11297"""
3970,1/4 cup extra-virgin olive oil,extravirgin olive oil,"""44005"""
3972,2 cups heavy cream,heavy cream,"""01053"""
3973,1 quart milk,milk,"""01077"""
3974,2 vanilla beans split in 1/2,vanilla beans split in,"""02050"""
3975,5 ears corn kernels removed and cobs reserved,ears corn kernels removed and cobs reserved,"""11167"""
3976,Pinch kosher salt plus more for seasoning popcorn,pinch kosher salt plus more for seasoning popcorn,"""02047"""
3977,10 egg yolks,egg yolks,"""01125"""
3978,1 cup granulated sugar,granulated sugar,"""19335"""
3979,Pinch salt,pinch salt,"""02047"""
3980,2 tablespoons olive oil,olive oil,"""44005"""
3981,1/4 cup popcorn kernels,popcorn kernels,"""25001"""
3982,Candied Bacon recipe follows,candied bacon follows,"""10123"""
3983,1 teaspoon blended oil,blended oil,"""44005"""
3984,1 cup diced bacon,diced bacon,"""10123"""
3985,2 tablespoons brown sugar,brown sugar,"""19334"""
3986,1/2 lemon juiced,lemon juiced,"""09152"""
3987,2 tablespoons heavy cream,heavy cream,"""01053"""
3988,1 1/4 pounds ground lamb,ground lamb,"""17371"""
3989,3/4 cup finely chopped onion,finely chopped onion,"""11282"""
3990,1/2 cup finely chopped fresh parsley,finely chopped fresh parsley,"""11297"""
3991,1/2 cup finely chopped fresh cilantro,finely chopped fresh cilantro,"""11165"""
3992,4 garlic cloves minced,garlic cloves minced,"""11215"""
3993,3/4 teaspoon salt,salt,"""02047"""
3994,1/2 teaspoon ground black pepper,ground black pepper,"""02030"""
3995,1/2 teaspoon paprika,paprika,"""02028"""
3996,1/2 teaspoon cayenne pepper,cayenne pepper,"""02031"""
3997,12 bamboo skewers,bamboo skewers,"""11026"""
3998,Olive oil,olive oil,"""44005"""
3999,Warm pita bread,warm pita bread,"""18041"""
4000,Fresh Hot-Pepper Paste,fresh hotpepper paste,"""06961"""
4001,3 tablespoons olive oil,olive oil,"""44005"""
4002,1 bunch green onions chopped,bunch green onions chopped,"""11291"""
4003,8 large eggs,eggs,"""01123"""
4004,6 ounces ricotta salata or feta cheese cut into small cubes,ricotta salata or feta cheese cut into cubes,"""01036"""
4005,1/2 cup chopped fresh Italian parsley,chopped fresh italian parsley,"""11297"""
4006,2 tablespoons milk,milk,"""01077"""
4007,1/2 teaspoon salt,salt,"""02047"""
4008,1/2 teaspoon pepper,pepper,"""02030"""
4009,3 tablespoons coarsely ground black pepper,coarsely ground black pepper,"""02030"""
4010,3 tablespoons (packed) dark brown sugar,(packed) dark brown sugar,"""19334"""
4011,3 tablespoons paprika,paprika,"""02028"""
4012,2 tablespoons coarse salt,coarse salt,"""02047"""
4013,1 teaspoon cayenne pepper,cayenne pepper,"""02031"""
4014,2 untrimmed boneless pork shoulder halves (also known as Boston butt; about 6 pounds total),untrimmed boneless pork shoulder halves (also known as boston butt; total),"""10958"""
4015,1 cup apple cider vinegar,apple cider vinegar,"""02048"""
4016,1/2 cup water,water,"""14411"""
4017,2 tablespoons Worcestershire sauce,worcestershire sauce,"""06971"""
4018,1 tablespoon coarsely ground black pepper,coarsely ground black pepper,"""02030"""
4019,1 tablespoon coarse salt,coarse salt,"""02047"""
4020,2 teaspoons vegetable oil,vegetable oil,"""04513"""
4023,12 soft hamburger buns with seeds split,soft hamburger buns with seeds split,"""28288"""
4024,Carolina Red Barbecue Sauce,carolina red barbecue sauce,"""27056"""
4025,Tangy Coleslaw,tangy coleslaw,"""42230"""
4026,6 small kale leaves,kale leaves,"""11233"""
4027,2 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
4028,1 1/4 cups grape tomatoes halved,grape tomatoes halved,"""11529"""
4029,1 teaspoon chopped fresh thyme,chopped fresh thyme,"""02049"""
4030,2 cloves garlic chopped,cloves garlic chopped,"""11215"""
4031,1 large shallot chopped,shallot chopped,"""11677"""
4032,1/8 teaspoon crushed red pepper flakes optional,crushed red pepper flakes optional,"""02031"""
4033,1/2 teaspoon kosher salt,kosher salt,"""02047"""
4034,1/4 cup chopped fresh basil,chopped fresh basil,"""02044"""
4035,Four 10-inch whole wheat tortillas,fourinch whole wheat tortillas,"""20086"""
4036,1/4 cup store-bought plain hummus,storebought plain hummus,"""16137"""
4038,4 large eggs chilled,eggs chilled,"""01123"""
4039,1 cup unsalted shelled pistachios,unsalted shelled pistachios,"""12151"""
4040,3/4 cup sugar,sugar,"""19335"""
4041,2 cups milk (do not use low-fat or nonfat),milk (do not use lowfat or nonfat),"""01077"""
4042,1/2 teaspoon almond extract,almond extract,"""04529"""
4043,4 large egg yolks,egg yolks,"""01125"""
4044,1 cup whipping cream,whipping cream,"""01053"""
4045,3/4 cup unsalted shelled pistachios toasted coarsely chopped,unsalted shelled pistachios toasted coarsely chopped,"""12151"""
4046,1 lb dried white beans such as Great Northern cannellini or navy (2 cups) picked over and rinsed,dried white beans such as great northern cannellini or navy ( cups) picked over and rinsed,"""16049"""
4047,1/4 lb sliced pancetta chopped,sliced pancetta chopped,"""10123"""
4048,2 tablespoons olive oil,olive oil,"""44005"""
4049,1 large onion chopped,onion chopped,"""11282"""
4050,1 fennel bulb (sometimes called anise) stalks discarded and bulb chopped,fennel bulb (sometimes called anise) stalks discarded and bulb chopped,"""11957"""
4051,4 garlic cloves finely chopped,garlic cloves finely chopped,"""11215"""
4052,"4 cups """">chicken stock or low-sodium chicken broth (32 fl oz)",""""">chicken stock or lowsodium chicken broth ( fl oz)","""06172"""
4053,4 cups water,water,"""14411"""
4054,1 (3- by 2-inch) piece Parmigiano-Reggiano rind,( byinch) piece parmigianoreggiano rind,"""01033"""
4056,1/4 teaspoon black pepper,black pepper,"""02030"""
4057,1/2 lb Swiss chard (preferably red or rainbow) stems discarded and leaves halved lengthwise then thinly sliced crosswise,swiss chard (preferably red or rainbow) stems discarded and leaves halved lengthwise then thinly sliced crosswise,"""11147"""
4058,1 teaspoon salt,salt,"""02047"""
4059,4 fresh long red chilies such as Anaheim or Hungarian Wax chopped,fresh long red chilies such as anaheim or hungarian wax chopped,"""11819"""
4060,2 fresh Thai bird chilies chopped,fresh thai bird chilies chopped,"""11819"""
4061,3 inches fresh ginger peeled and chopped,fresh ginger peeled and chopped,"""11216"""
4062,8 garlic cloves crushed and peeled,garlic cloves crushed and peeled,"""11215"""
4063,1 bunch of flat-leaf parsley leaves only,bunch of flatleaf parsley leaves only,"""11297"""
4064,2 tablespoons sea salt,sea salt,"""02047"""
4065,1/4 cup olive oil (the best you can afford),olive oil (the best you afford),"""44005"""
4066,1 bone-in goat shoulder (about 5 pounds),bonein goat shoulder (about pounds),"""17168"""
4067,1 pound ziti noodles,ziti noodles,"""20420"""
4068,1 pound sweet turkey sausage cut into 1/2-inch thick slices,sweet turkey sausage cut intoinch thick,"""07955"""
4069,2 (28-ounce) cans diced tomatoes with seasonings (green pepper and onion or garlic and oregano or any flavor you want),(ounce) diced tomatoes with seasonings (green pepper and onion or garlic and oregano or any flavor you want),"""11529"""
4070,2 teaspoons dried thyme,dried thyme,"""02042"""
4071,2 teaspoons dried rosemary,dried rosemary,"""02036"""
4073,4 cups grated part-skim mozzarella cheese reserve 1 cup for topping,grated partskim mozzarella cheese reserve for topping,"""01028"""
4074,1 teaspoon garlic powder,garlic powder,"""02020"""
4075,1/2 cup grated Parmesan,grated parmesan,"""01033"""
4076,1 1/4 cups all-purpose flour,allpurpose flour,"""20581"""
4077,1/2 cup plus 3 tablespoons sugar,plus sugar,"""19335"""
4078,Kosher salt,kosher salt,"""02047"""
4079,6 tablespoons (3/4 stick) cold unsalted butter diced,( stick) cold unsalted butter diced,"""01145"""
4080,2 tablespoons cold vegetable shortening (recommended: Crisco),cold vegetable shortening (recommended: crisco),"""04615"""
4081,1/4 cup ice water,ice water,"""14411"""
4082,4 extra-large egg whites at room temperature,extralarge egg whites at room temperature,"""01124"""
4083,1/4 teaspoon cream of tartar,cream of tartar,"""18373"""
4084,Lime Filling recipe follows,lime filling follows,"""19332"""
4085,1/4 pound (1 stick) unsalted butter at room temperature,( stick) unsalted butter at room temperature,"""01145"""
4086,1 1/2 cups sugar,sugar,"""19335"""
4087,4 extra-large eggs,extralarge eggs,"""01123"""
4090,1/8 teaspoon kosher salt,kosher salt,"""02047"""
4091,3 lb Asian eggplants (about 6) cut crosswise into 1/3-inch-thick rounds,asian eggplants (about) cut crosswise intoinchthick rounds,"""11209"""
4092,1 3/4 teaspoons salt,salt,"""02047"""
4093,1 large garlic clove chopped,garlic clove chopped,"""11215"""
4094,1 tablespoon finely chopped peeled fresh ginger,finely chopped peeled fresh ginger,"""11216"""
4095,2 teaspoons chopped fresh jalapeño chile including seeds,chopped fresh jalapeño chile including seeds,"""11979"""
4097,1 teaspoon cumin seeds,cumin seeds,"""02014"""
4098,1/2 teaspoon turmeric,turmeric,"""02043"""
4099,3 tablespoons vegetable oil,vegetable oil,"""04513"""
4100,1 large onion halved lengthwise and thinly sliced lengthwise,onion halved lengthwise and thinly sliced lengthwise,"""11282"""
4102,3/4 cup water,water,"""14411"""
4103,1 tablespoon packed brown sugar,packed brown sugar,"""19334"""
4104,3 tablespoons chopped fresh cilantro,chopped fresh cilantro,"""11165"""
4105,1/4 cup roasted cashews (1 1/4 oz) chopped,roasted cashews ( oz) chopped,"""12087"""
4107,1 pound strawberries cleaned and hulled,strawberries cleaned and hulled,"""09316"""
4108,1 pint water,water,"""14411"""
4109,1 pound granulated sugar,granulated sugar,"""19335"""
4110,2 heads of garlic separated into cloves peeled,heads of garlic separated into cloves peeled,"""11215"""
4111,24 littleneck clams scrubbed,littleneck clams scrubbed,"""15157"""
4112,2 tablespoons olive oil plus more,olive oil plus more,"""44005"""
4113,"8 ounces thick-cut bacon sliced crosswise 1/4"""" thick","thickcut bacon sliced crosswise"""" thick","""10123"""
4114,1 pound prepared pizza dough room temperature,prepared pizza dough room temperature,"""18014"""
4115,1 ounce Pecorino finely grated (about 1/2 cup),pecorino finely grated (about cup),"""01033"""
4116,Fresh flat-leaf parsley leaves and crushed red pepper flakes (for serving),fresh flatleaf parsley leaves and crushed red pepper flakes (for serving),"""11297"""
4117,Juice of 1 lemon or 2 tablespoons red wine vinegar or cider vinegar,juice of lemon or red wine vinegar or cider vinegar,"""09152"""
4118,2 tablespoons honey,honey,"""19296"""
4119,1 tablespoon soy sauce,soy sauce,"""16124"""
4120,1/3 cup vegetable oil,vegetable oil,"""04513"""
4121,4 large carrots or 6 medium peeled,carrots or peeled,"""11124"""
4122,1 cup raisins,raisins,"""09299"""
4123,2/3 cup sunflower seeds,sunflower seeds,"""12036"""
4125,1 cup dry red wine,dry red wine,"""14096"""
4127,1 pound cream cheese at room temperature,cream cheese at room temperature,"""01017"""
4128,1 1/2 sticks butter at room temperature,butter at room temperature,"""01145"""
4129,8 ounces crumbled gorgonzola,crumbled gorgonzola,"""01004"""
4130,2 tablespoons brandy,brandy,"""14037"""
4131,1 teaspoon salt,salt,"""02047"""
4133,2 tablespoons flat leaf parsley chopped,flat leaf parsley chopped,"""11297"""
4134,Mesclun and frisee greens for garnishing,mesclun and frisee greens for garnishing,"""11253"""
4135,24 jumbo tiger shrimp (about 10 per pound) deveined,jumbo tiger shrimp (about per pound) deveined,"""15270"""
4136,1/4 cup fresh lime (substitution: lemon juice),fresh lime (substitution: lemon juice),"""09159"""
4137,1/4 cup palm sugar or granulated sugar,palm sugar or granulated sugar,"""19335"""
4138,1/4 cup fish sauce,fish sauce,"""06179"""
4139,1 large garlic clove finely grated,garlic clove finely grated,"""11215"""
4140,1 to 2 fresh red Thai chiles stemmed seeded and minced,to fresh red thai chiles stemmed seeded and minced,"""11819"""
4141,1/4 cup packed fresh Thai basil minced (substitution: mint or cilantro leaves),packed fresh thai basil minced (substitution: mint or cilantro leaves),"""02044"""
4142,2 tablespoons vegetable oil,vegetable oil,"""04513"""
4143,Sour Mango Salad recipe follows,sour mango salad follows,"""09176"""
4144,4 large green mangos peeled halved lengthwise sliced using an Asian shredder or julienned with a knife,green mangos peeled halved lengthwise sliced using an asian shredder or julienned with a knife,"""09176"""
4145,2 large carrots peeled and julienned,carrots peeled and julienned,"""11124"""
4146,2 red Thai chiles stemmed seeded and sliced into thin rounds,red thai chiles stemmed seeded and sliced into thin rounds,"""11819"""
4148,1/3 cup fish sauce,fish sauce,"""06179"""
4149,1/3 cup sugar,sugar,"""19335"""
4150,3 ripe avocados,ripe avocados,"""09038"""
4151,3 tablespoons freshly squeezed lime juice (from 1 to 2 limes),freshly squeezed lime juice (from to limes),"""09160"""
4152,1/2 large tomato stemmed,tomato stemmed,"""11529"""
4153,1/2 large onion peeled and finely chopped,onion peeled and finely chopped,"""11282"""
4154,2 cloves garlic peeled and minced,cloves garlic peeled and minced,"""11215"""
4155,1/2 jalapeno pepper stemmed seeded and finely chopped,jalapeno pepper stemmed seeded and finely chopped,"""11979"""
4156,1/2 cup chopped cilantro leaves,chopped cilantro leaves,"""11165"""
4157,1 teaspoon coarse salt such as kosher salt,coarse salt such as kosher salt,"""02047"""
4158,Freshly cracked pepper,freshly cracked pepper,"""02030"""
4159,2 1/2 cup all-purpose flour,allpurpose flour,"""20581"""
4160,1 teaspoon baking soda,baking soda,"""18372"""
4161,1 teaspoon salt,salt,"""02047"""
4162,1 cup (2 sticks) unsalted butter room temperature,( sticks) unsalted butter room temperature,"""01145"""
4163,1 1/2 cups brown sugar,brown sugar,"""19334"""
4164,1/2 cup sugar,sugar,"""19335"""
4165,2 large eggs,eggs,"""01123"""
4166,1 teaspoon vanilla,vanilla,"""02050"""
4167,2 cups (12-ounce package) chocolate chips,(ounce package) chocolate chips,"""19120"""
4168,1 1/2 pounds medium shrimp in shell,shrimp in shell,"""15270"""
4169,3 quarts corn oil,corn oil,"""42289"""
4170,3 tablespoon plus 1 teaspoon kosher salt divided,plus kosher salt divided,"""02047"""
4171,2 large egg whites at room temperature 30 minutes,egg whites at room temperature minutes,"""01124"""
4172,1 cup cornstarch,cornstarch,"""20027"""
4173,3 tablespoons plus 1 teaspoon freshly ground black pepper (not fine),plus freshly ground black pepper (not fine),"""02030"""
4174,2 cups sliced (1/8 inch thick) fresh jalapeño (about 8 chiles),sliced ( thick) fresh jalapeño (about chiles),"""11979"""
4175,3 cups cilantro sprigs (from 2 bunches),cilantro (from bunches),"""11165"""
4176,2 teaspoons flaky sea salt such as Maldon or to taste,flaky sea salt such as maldon or to taste,"""02047"""
4178,2 cups ice,ice,"""14411"""
4179,2 ounces citrus vodka,citrus vodka,"""14037"""
4180,2 ounces hazelnut liqueur (recommended: Frangelico),hazelnut liqueur (recommended: frangelico),"""14037"""
4181,1 fresh lemon wedge,fresh lemon wedge,"""09150"""
4182,1 teaspoon sugar,sugar,"""19335"""
4183,1 1/2 pounds boneless beef sirloin,boneless beef sirloin,"""13929"""
4184,1 tablespoon soy sauce,soy sauce,"""16124"""
4185,2 tablespoons sesame oil,sesame oil,"""04058"""
4186,1 tablespoon rice wine or sherry,rice wine or sherry,"""02068"""
4187,1 egg white lightly beaten,egg white lightly beaten,"""01123"""
4188,1/2 teaspoon salt,salt,"""02047"""
4189,2 tablespoons peanut or corn oil,peanut or corn oil,"""16087"""
4190,4 dried red chiles split,dried red chiles split,"""11962"""
4191,1 tablespoon minced garlic,minced garlic,"""11215"""
4192,1/2 tablespoon grated ginger,grated ginger,"""11216"""
4194,2 scallions cut in 1/2-inch pieces,scallions cut ininch pieces,"""11291"""
4195,1 red bell pepper cut in pieces,red bell pepper cut in pieces,"""11821"""
4196,2 tablespoons soy sauce,soy sauce,"""16124"""
4197,3 tablespoons rice wine or sherry,rice wine or sherry,"""02068"""
4198,2 tablespoons Chinese black vinegar or balsamic,chinese black vinegar or balsamic,"""02053"""
4199,1 teaspoon sugar,sugar,"""19335"""
4200,1 cup chicken broth,chicken broth,"""06194"""
4201,1 tablespoon cornstarch dissolved in 2 tablespoons water,cornstarch dissolved in water,"""14411"""
4202,1/3 cup roasted peanuts,roasted peanuts,"""16087"""
4204,1 cup bourbon,bourbon,"""14037"""
4206,4 teaspoons simple syrup,simple syrup,"""14637"""
4207,lemon twist,lemon twist,"""09156"""
4208,4 pounds asparagus trimmed and peeled,asparagus trimmed and peeled,"""11011"""
4209,2 tablespoons Sherry vinegar*,sherry vinegar,"""02068"""
4210,1/2 teaspoon sugar,sugar,"""19335"""
4211,2 tablespoons walnut oil*,walnut oil,"""04528"""
4212,1/4 cup olive oil,olive oil,"""44005"""
4213,1/4 cup thinly sliced fresh chives,thinly sliced fresh chives,"""11156"""
4214,coarse salt to taste,coarse salt to taste,"""02047"""
4216,2 cups strawberries hulled,strawberries hulled,"""09316"""
4217,2 cups raspberries picked over,raspberries picked over,"""09302"""
4219,1/2 cup superfine sugar plus additional to taste,superfine sugar plus additional to taste,"""19335"""
4220,1 tablespoon fresh lime juice or to taste,fresh lime juice or to taste,"""09160"""
4221,seltzer water or club soda,seltzer water or club soda,"""14155"""
4222,6-8 pound filet,filet,"""23263"""
4223,1 cup Japanese soy sauce,japanese soy sauce,"""16124"""
4224,3 cloves garlic finely chopped,cloves garlic finely chopped,"""11215"""
4225,2 tablespoons chopped fresh ginger or 1 tablespoon chopped candied ginger washed free of excess sugar,chopped fresh ginger or chopped candied ginger washed free of excess sugar,"""11216"""
4226,1/2 cup sherry,sherry,"""14096"""
4227,1/4 cup peanut or olive oil,peanut or olive oil,"""16087"""
4228,3 tablespoons fresh lemon juice,fresh lemon juice,"""09152"""
4229,1 garlic clove minced,garlic clove minced,"""11215"""
4230,9 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
4232,1 tablespoon chopped fresh parsley,chopped fresh parsley,"""11297"""
4233,1 tablespoon chopped fresh chives,chopped fresh chives,"""11156"""
4234,1 tablespoon chopped fresh tarragon,chopped fresh tarragon,"""02041"""
4235,Shaved Parmesan cheese,shaved parmesan cheese,"""01033"""
4236,4 jasmine green tea bags,jasmine green tea bags,"""14278"""
4237,Kosher salt,kosher salt,"""02047"""
4238,Two 6-ounce boneless skinless chicken breasts cut into small bite-size cubes,twoounce boneless skinless chicken breasts cut into bitesize cubes,"""05062"""
4239,1/3 cup finely diced red onion,finely diced red onion,"""11282"""
4240,2 cups plus 3 tablespoons fat-free plain Greek yogurt,plus fatfree plain greek yogurt,"""01287"""
4241,3 tablespoons mayonnaise,mayonnaise,"""42138"""
4242,2 tablespoons thinly sliced fresh basil,thinly sliced fresh basil,"""02044"""
4243,1 tablespoon finely chopped fresh tarragon,finely chopped fresh tarragon,"""02041"""
4244,1 1/2 teaspoons white balsamic vinegar,white balsamic vinegar,"""02069"""
4245,2 tablespoons sliced natural almonds,sliced natural almonds,"""12061"""
4246,8 slices whole wheat bread,whole wheat bread,"""18064"""
4247,1 cup packed mixed baby salad greens,packed mixed baby salad greens,"""11253"""
4248,1/4 cup raspberry jam,raspberry jam,"""19297"""
4251,6 sprigs fresh basil or mint leaves,fresh basil or mint leaves,"""02044"""
4252,2 Granny Smith apples cored skin on and chopped,granny smith apples cored skin on and chopped,"""09502"""
4253,1 ripe Hass avocado pitted,ripe hass avocado pitted,"""09038"""
4254,6 leeks white and pale-green parts only cut in half lengthwise,leeks white and palegreen parts only cut in half lengthwise,"""11246"""
4255,1/2 cup olive oil,olive oil,"""44005"""
4256,Salt,salt,"""02047"""
4257,1 stick (1/2 cup) unsalted butter softened plus additional for greasing bowl,( cup) unsalted butter softened plus additional for greasing bowl,"""01145"""
4259,1/3 cup superfine granulated sugar,superfine granulated sugar,"""19335"""
4260,2 large eggs,eggs,"""01123"""
4261,1 1/3 cups self-rising all-purpose flour,selfrising allpurpose flour,"""20082"""
4262,1/2 cup whole milk,whole milk,"""01077"""
4263,1 cup heavy cream,heavy cream,"""01053"""
4265,2 small peaches peeled and quartered,peaches peeled and quartered,"""09236"""
4266,1 medium banana,banana,"""09040"""
4268,1 tbsp nonfat vanilla yogurt,nonfat vanilla yogurt,"""01295"""
4269,2 tsp honey,honey,"""19296"""
4270,2 tsp flaxseed oil (found at health food stores),flaxseed oil (found at health food stores),"""04707"""
4272,1 1/2 teaspoons crushed red pepper flakes,crushed red pepper flakes,"""02031"""
4274,2 tablespoons sugar,sugar,"""19335"""
4275,1 tablespoon kosher salt,kosher salt,"""02047"""
4276,1 tablespoon coarsely ground black pepper,coarsely ground black pepper,"""02030"""
4277,1 (5–6-pounds) six-bone rack of veal chine bone removed (not frenched),(–pounds) sixbone rack of veal chine bone removed (not frenched),"""17155"""
4278,1/4 cup extra-virgin olive oil,extravirgin olive oil,"""44005"""
4279,Flaky sea salt,flaky sea salt,"""02047"""
4282,1/2 cup (1 stick) unsalted butter,( stick) unsalted butter,"""01145"""
4283,1/4 cup confectioners sugar,confectioners sugar,"""19335"""
4284,1 cup all-purpose flour,allpurpose flour,"""20581"""
4285,Pinch salt,pinch salt,"""02047"""
4286,3/4 cup semisweet chocolate chips,semisweet chocolate chips,"""19904"""
4287,2 strips bacon,strips bacon,"""10123"""
4288,1 small onion chopped,onion chopped,"""11282"""
4289,3 cups all-purpose flour plus more for dusting,allpurpose flour plus more for dusting,"""20481"""
4290,1/3 cup powdered milk,powdered milk,"""01071"""
4291,5 teaspoons baking powder,baking powder,"""18371"""
4292,1 tablespoon sugar,sugar,"""19335"""
4293,2 teaspoons cream of tartar,cream of tartar,"""18373"""
4294,2 teaspoons kosher salt,kosher salt,"""02047"""
4295,1 stick (8 tablespoons) cold butter cut into bits plus 4 tablespoons butter melted,( tablespoons) cold butter cut into bits plus butter melted,"""01145"""
4296,1/2 cup shortening,shortening,"""04549"""
4297,1 1/2 cups buttermilk,buttermilk,"""01230"""
4298,1 cup honey,honey,"""19296"""
4299,1 tablespoon pure vanilla extract,pure vanilla extract,"""02050"""
4300,1 stick unsalted butter cut into 1/2-inch pieces at room temperature,unsalted butter cut intoinch pieces at room temperature,"""01145"""
4301,1 large egg at room temperature,egg at room temperature,"""01123"""
4302,3 cups crispy brown rice cereal such as Natures Path Crispy Rice,crispy brown rice cereal such as natures path crispy rice,"""33881"""
4303,1 cup sweetened dried cranberries coarsely chopped,sweetened dried cranberries coarsely chopped,"""09078"""
4304,1/2 cup slivered almonds toasted coarsely chopped,slivered almonds toasted coarsely chopped,"""12061"""
4305,One 4-ounce chocolate bar finely grated,oneounce chocolate bar finely grated,"""19080"""
4306,1/4 cup all-purpose flour,allpurpose flour,"""20581"""
4307,1/4 teaspoon baking soda,baking soda,"""18372"""
4308,1/2 teaspoon salt,salt,"""02047"""
4309,2 tablespoons milk,milk,"""01077"""
4310,2 tablespoons sour cream,sour cream,"""01056"""
4311,1 large egg beaten lightly,egg beaten lightly,"""01123"""
4312,1 cup chopped scallion greens (about 6),chopped scallion greens (about),"""11291"""
4313,2 tablespoons vegetable oil,vegetable oil,"""04513"""
4314,1/2 cup raw shelled sunflower seeds,raw shelled sunflower seeds,"""12036"""
4315,1 small garlic clove,garlic clove,"""11215"""
4316,2 cups (packed) arugula leaves,(packed) arugula leaves,"""11959"""
4317,1 cup (packed) fresh basil leaves,(packed) fresh basil leaves,"""02044"""
4318,1/4 cup extra-virgin olive oil,extravirgin olive oil,"""44005"""
4319,2 teaspoons honey,honey,"""19296"""
4321,1 tablespoon fresh lemon juice,fresh lemon juice,"""09152"""
4322,Kosher salt,kosher salt,"""02047"""
4323,2 cups buttermilk,buttermilk,"""01230"""
4324,3 large eggs,eggs,"""01123"""
4325,6 tablespoons (3/4 stick) unsalted butter melted and cooled plus additional melted butter for brushing the griddle,( stick) unsalted butter melted and cooled plus additional melted butter for brushing the griddle,"""01145"""
4326,3/4 cup all-purpose flour,allpurpose flour,"""20581"""
4327,1/2 cup whole-wheat flour,wholewheat flour,"""20080"""
4328,1/4 cup wheat germ,wheat germ,"""20078"""
4329,1 teaspoon salt,salt,"""02047"""
