,index,original_text,filtered_text,NBD_tag
4621,4888,2 tablespoons crème fraîche or sour cream,crème fraîche or sour cream,"""01056"""
4622,4889,Greek Yogurt Ice Cream,greek yogurt ice cream,"""19095"""
4623,4891,3 ounces pork shoulder,pork shoulder,"""10070"""
4624,4893,Juice of 1/2 lemon,juice of lemon,"""09150"""
4625,4894,3 cloves garlic,cloves garlic,"""11215"""
4626,4895,1/2 ounce barbecue sauce,barbecue sauce,"""06150"""
4627,4896,1 slider bun,slider bun,"""28288"""
4628,4897,2 teaspoons unsalted butter,unsalted butter,"""01145"""
4629,4898,2 fresh basil leaves,fresh basil leaves,"""02044"""
4630,4899,1/2 ounce green cabbage sliced thin,green cabbage sliced thin,"""11109"""
4631,4900,2 teaspoons white vinegar,white vinegar,"""02053"""
4632,4901,1/2 teaspoon sugar,sugar,"""19335"""
4633,4902,Kosher salt,kosher salt,"""02047"""
4634,4903,2 cups all purpose flour,all purpose flour,"""20581"""
4635,4904,1/2 cup cake flour,cake flour,"""20084"""
4636,4905,1 tablespoon sugar,sugar,"""19335"""
4637,4906,1/2 teaspoon coarse kosher salt,coarse kosher salt,"""02047"""
4638,4907,1 cup (2 sticks) chilled unsalted butter cut into 1/2-inch cubes,( sticks) chilled unsalted butter cut intoinch cubes,"""01145"""
4639,4909,6 tablespoons (or more) ice water,(or more) ice water,"""14411"""
4640,4910,6 large eggs,eggs,"""01123"""
4641,4911,1 cup (packed) dark brown sugar,(packed) dark brown sugar,"""19334"""
4642,4912,1 cup (packed) golden brown sugar,(packed) golden brown sugar,"""19334"""
4643,4913,1 1/3 cups light corn syrup,light corn syrup,"""19350"""
4644,4914,1/2 cup (1 stick) unsalted butter melted,( stick) unsalted butter melted,"""01145"""
4645,4915,1/4 cup bourbon (such as Makers Mark),bourbon (such as makers mark),"""14037"""
4646,4916,1 teaspoon coarse kosher salt,coarse kosher salt,"""02047"""
4647,4917,1 teaspoon finely grated lemon peel,finely grated lemon peel,"""09150"""
4648,4918,4 cups (about 16 ounces) pecan halves toasted very coarsely chopped,(about ounces) pecan halves toasted very coarsely chopped,"""12142"""
4649,4919,6 ounces gingersnap cookies (about 23 cookies),gingersnap cookies (about cookies),"""18172"""
4650,4920,1 tablespoon chopped crystallized ginger,chopped crystallized ginger,"""11216"""
4651,4921,1 tablespoon packed light brown sugar,packed light brown sugar,"""19334"""
4652,4922,4 tablespoons unsalted butter melted,unsalted butter melted,"""01145"""
4653,4923,1 15-ounce can pure pumpkin puree,pure pumpkin puree,"""11424"""
4654,4924,1 cup canned unsweetened coconut milk,canned unsweetened coconut milk,"""12117"""
4655,4925,3/4 cup granulated sugar,granulated sugar,"""19335"""
4656,4926,2 large eggs lightly beaten,eggs lightly beaten,"""01123"""
4657,4927,1/2 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
4658,4928,1/2 teaspoon ground ginger,ground ginger,"""02021"""
4659,4929,1/4 teaspoon salt,salt,"""02047"""
4660,4930,3/4 cup heavy cream,heavy cream,"""01053"""
4661,4931,1 tablespoon packed light brown sugar,packed light brown sugar,"""19334"""
4662,4932,1/4 teaspoon pumpkin pie spice plus more for topping,pumpkin pie spice plus more for topping,"""02035"""
4663,4933,Generous pinch of sugar,generous of sugar,"""19335"""
4664,4934,1 1/4 cups/300 ml warm water {about 110°F/45°C},warm water {about°f°c},"""14411"""
4665,4935,One 1/4-oz/7-g package active dry yeast,oneozg package active dry yeast,"""18375"""
4666,4936,2 tbsp extra-virgin olive oil plus more for drizzling,extravirgin olive oil plus more for drizzling,"""44005"""
4667,4937,2 cups/255 g bread/strong flour,breadstrong flour,"""20581"""
4668,4938,1 to 1 1/4 cups/175 to 200 g whole-wheat/wholemeal or white whole-wheat/wholemeal flour,to to wholewheatwholemeal or white wholewheatwholemeal flour,"""20080"""
4669,4939,1 tsp fine sea salt,fine sea salt,"""02047"""
4670,4941,4 to 6 oz/115 to 170 g cheese such as shredded or fresh mozzarella burrata or fresh ricotta,to to cheese such as shredded or fresh mozzarella burrata or fresh ricotta,"""01026"""
4671,4942,2 garlic cloves very thinly sliced,garlic cloves very thinly sliced,"""11215"""
4672,4943,2 to 4 handfuls fresh veggies such as sliced tomatoes arugula/rocket sorrel shaved zucchini/courgette kale Swiss chard corn or mushrooms,to fresh veggies such as sliced tomatoes arugularocket sorrel shaved zucchinicourgette kale swiss chard corn or mushrooms,"""11477"""
4673,4944,Handful of fresh herbs such as basil opal basil,handful of fresh herbs such as basil opal basil,"""02044"""
4674,4945,Parmigiano-Reggiano cheese,parmigianoreggiano cheese,"""01033"""
4675,4946,Extra-virgin olive oil,extravirgin olive oil,"""44005"""
4676,4947,Fine sea salt,fine sea salt,"""02047"""
4677,4948,Freshly ground black pepper,freshly ground black pepper,"""02030"""
4678,4949,6 tablespoons (3/4 stick) butter melted,( stick) butter melted,"""01145"""
4679,4950,8 sheets fresh phyllo pastry or frozen thawed,sheets fresh phyllo pastry or frozen thawed,"""18338"""
4680,4951,8 tablespoons grated Parmesan cheese,grated parmesan cheese,"""01033"""
4681,4952,6 ounces shredded mozzarella cheese (about 1 3/4 cups),shredded mozzarella cheese (about cups),"""01026"""
4682,4953,1 medium onion thinly sliced,onion thinly sliced,"""11282"""
4683,4954,1 1/2 pounds plum tomatoes halved seeded sliced into rounds,plum tomatoes halved seeded sliced into rounds,"""11529"""
4684,4955,1 teaspoon dried oregano,dried oregano,"""02027"""
4685,4956,1/2 teaspoon dried thyme,dried thyme,"""02042"""
4686,4957,2 teaspoons fennel seeds,fennel seeds,"""02018"""
4687,4958,1 teaspoon crushed red pepper flakes,crushed red pepper flakes,"""02031"""
4688,4959,2 tablespoons finely chopped fresh marjoram; plus 4 sprigs divided,finely chopped fresh marjoram; plus divided,"""02023"""
4689,4960,2 tablespoons finely chopped fresh thyme; plus 4 sprigs divided,finely chopped fresh thyme; plus divided,"""02049"""
4690,4961,1 tablespoon kosher salt plus more,kosher salt plus more,"""02047"""
4691,4962,1/2 teaspoon freshly ground black pepper plus more,freshly ground black pepper plus more,"""02030"""
4692,4963,6 tablespoons olive oil divided,olive oil divided,"""44005"""
4693,4964,1 3 1/2–4 pound chicken,– chicken,"""05011"""
4694,4965,1 lemon quartered,lemon quartered,"""09150"""
4695,4966,1 head of garlic halved crosswise,head of garlic halved crosswise,"""11215"""
4696,4967,2 pounds Yukon Gold potatoes scrubbed halved or quartered if large,yukon gold potatoes scrubbed halved or quartered if,"""11352"""
4697,4968,1 large navel orange,navel orange,"""09203"""
4698,4969,4 tablespoons unsalted butter cut into 4 pieces,unsalted butter cut into pieces,"""01145"""
4699,4970,1/4 cup Grand Marnier or other orange-flavored liqueur,grand marnier or other orangeflavored liqueur,"""14037"""
4700,4971,1/2 cup sugar,sugar,"""19335"""
4701,4972,1 lb small strawberries trimmed (3 cups),strawberries trimmed ( cups),"""09316"""
4702,4973,mascarpone or Greek yogurt,mascarpone or greek yogurt,"""01017"""
4703,4974,1 tablespoon extra-virgin olive oil,extravirgin olive oil,"""44005"""
4704,4975,5 cups 2 x 1/2 x 1/2-inch sticks peeled assorted root vegetables (such as parsnips carrots celery root and golden beets),x xinch peeled assorted root vegetables (such as parsnips carrots celery root and golden beets),"""11298"""
4705,4976,2 large garlic cloves peeled,garlic cloves peeled,"""11215"""
4706,4977,2 celery stalks cut crosswise into 1/2-inch-wide pieces plus 6 tablespoons chopped celery leaves divided,celery stalks cut crosswise intoinchwide pieces plus chopped celery leaves divided,"""11143"""
4707,4978,8 ounces penne rigate or whole grain penne,penne rigate or whole grain penne,"""20120"""
4708,4979,3/4 cup finely grated Parmesan cheese,finely grated parmesan cheese,"""01033"""
4709,4980,1 tablespoon finely grated lemon peel,finely grated lemon peel,"""09150"""
4710,4981,1/4 teaspoon (scant) ground nutmeg,(scant) ground nutmeg,"""02025"""
4711,4982,3 cups packed fresh Italian parsley,packed fresh italian parsley,"""11297"""
4712,4983,1/4 medium red onion finely chopped,red onion finely chopped,"""11282"""
4713,4984,2 medium garlic cloves smashed,garlic cloves smashed,"""11215"""
4714,4985,1 tablespoon paprika,paprika,"""02028"""
4715,4986,1/2 teaspoon kosher salt,kosher salt,"""02047"""
4716,4987,1/4 cup red wine vinegar,red wine vinegar,"""02068"""
4717,4988,1/2 cup olive oil,olive oil,"""44005"""
4718,4989,2 lemons,lemons,"""09152"""
4719,4990,1/2 navel orange or 1 small orange,navel orange or orange,"""09203"""
4720,4991,1 shallot,shallot,"""11677"""
4721,4992,1 1/2 cups pure olive oil,pure olive oil,"""04708"""
4722,4993,1 teaspoon gray salt,gray salt,"""02047"""
4723,4994,1/2 teaspoon freshly ground pepper,freshly ground pepper,"""02030"""
4724,4995,8 cups mixed young green lettuces,mixed young green lettuces,"""11253"""
4725,4996,Cocoa Nibs (available at specialty and gourmet food stores),cocoa nibs (available at specialty and gourmet food stores),"""14192"""
4726,4997,4 scoops vanilla or coffee ice cream,vanilla or coffee ice cream,"""02050"""
4727,4998,Unsweetened cocoa powder such as Pernigotti,unsweetened cocoa powder such as pernigotti,"""19165"""
4728,4999,6 (1-ounce) shots of espresso regular or decaf,(ounce) shots of espresso regular or decaf,"""14210"""
4729,5000,3 tablespoons sugar,sugar,"""19335"""
4730,5001,1 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
4731,5002,1/4 cup hot water,hot water,"""14411"""
4732,5003,2 cups ice,ice,"""14411"""
4733,5005,4 chicken breast halves with skin and bones,chicken breast halves with skin and bones,"""05746"""
4734,5007,12 fresh sage leaves,fresh sage leaves,"""02038"""
4735,5008,Olive oil,olive oil,"""44005"""
4736,5010,2 large garlic cloves coarsely chopped,garlic cloves coarsely chopped,"""11215"""
4737,5011,1 cup low-salt chicken broth,lowsalt chicken broth,"""06970"""
4738,5012,1 cup olive oil,olive oil,"""44005"""
4739,5013,1 head garlic cloves removed peeled and coarsely chopped,head garlic cloves removed peeled and coarsely chopped,"""11215"""
4740,5014,Freshly cracked white pepper,freshly cracked white pepper,"""02032"""
4741,5015,48 large shrimp shelled and deveined,shrimp shelled and deveined,"""15270"""
4742,5016,Salt,salt,"""02047"""
4743,5017,1/2 cup aged sherry vinegar,aged sherry vinegar,"""02068"""
4744,5019,1 stick unsalted butter,unsalted butter,"""01145"""
4745,5020,1/4 cup sugar,sugar,"""19335"""
4746,5021,1 teaspoon vanilla extract,vanilla extract,"""02050"""
4747,5022,1 egg yolk,egg yolk,"""01125"""
4748,5023,1 1/4 cups cake flour,cake flour,"""20084"""
4749,5024,1/2 pound almond paste,almond paste,"""12071"""
4750,5025,1/3 cup sugar,sugar,"""19335"""
4751,5026,1 egg yolk,egg yolk,"""01125"""
4752,5028,1/2 stick soft butter,soft butter,"""01145"""
4753,5029,2 eggs,eggs,"""01123"""
4754,5030,1/4 cup all-purpose flour,allpurpose flour,"""20581"""
4755,5031,1 pint strawberries rinsed hulled and sliced,strawberries rinsed hulled and sliced,"""09316"""
4756,5032,1/2 cup sliced almonds,sliced almonds,"""12061"""
4757,5033,Whole berries and confectioners sugar for finishing,whole berries and confectioners sugar for finishing,"""09316"""
4758,5034,1/3 cup white miso (fermented soybean paste),white miso (fermented soybean paste),"""16112"""
4759,5035,1/4 cup plus 1 teaspoon mirin (sweet Japanese rice wine),plus mirin (sweet japanese rice wine),"""02068"""
4760,5036,3 tablespoons unseasoned rice vinegar divided,unseasoned rice vinegar divided,"""02068"""
4761,5037,2 tablespoons minced peeled fresh ginger,minced peeled fresh ginger,"""11216"""
4762,5038,4 teaspoons toasted sesame oil (such as Asian) divided,toasted sesame oil (such as asian) divided,"""04058"""
4763,5039,4 6-ounce skinless black cod fillets,skinless black cod fillets,"""15015"""
4764,5040,1/2 cup chopped green onions divided,chopped green onions divided,"""11291"""
4765,5042,1 (10-ounce) package frozen baby peas (not thawed),(ounce) package frozen baby peas (not thawed),"""11312"""
4766,5043,1/4 cup water,water,"""14411"""
4767,5044,2 tablespoons unsalted butter,unsalted butter,"""01145"""
4768,5045,2 scallions chopped (about 1/2 cup),scallions chopped (about cup),"""11291"""
4769,5046,1 to 2 tablespoons fresh lime juice,to fresh lime juice,"""09160"""
4770,5047,2 teaspoons curry powder,curry powder,"""02015"""
4771,5048,1 1/2 pounds sea scallops tough ligament removed from side of each,sea scallops tough ligament removed from side of each,"""90240"""
4772,5049,1 tablespoon vegetable oil,vegetable oil,"""04513"""
4773,5050,20 amaretti cookies,amaretti cookies,"""18204"""
4774,5051,1/2 cup butter softened,butter softened,"""01145"""
4775,5053,1/3 cup superfine sugar,superfine sugar,"""19335"""
4776,5054,1/3 cup cocoa powder,cocoa powder,"""19165"""
4777,5055,1/3 cup chopped nuts (almonds walnuts hazelnuts etc.),chopped nuts (almonds walnuts hazelnuts etc),"""12061"""
4778,5056,1/2 cup heavy cream,heavy cream,"""01053"""
4779,5057,1 vanilla bean halved,vanilla bean halved,"""02050"""
4780,5058,Pinch salt,pinch salt,"""02047"""
4781,5059,9 ounces bittersweet chocolate cut into 1-inch pieces,bittersweet chocolate cut intoinch pieces,"""19080"""
4782,5060,1 1/2 cups unsweetened cocoa powder,unsweetened cocoa powder,"""19165"""
4783,5061,3 cups sifted cake flour (not self-rising; sift before measuring),sifted cake flour (not selfrising; sift before measuring),"""20084"""
4784,5062,2 teaspoons baking powder,baking powder,"""18371"""
4785,5063,1 teaspoons baking soda,baking soda,"""18372"""
4786,5064,1/2 teaspoon salt,salt,"""02047"""
4787,5065,2 sticks unsalted butter softened,unsalted butter softened,"""01145"""
4788,5066,2 cups granulated sugar,granulated sugar,"""19335"""
4789,5067,2 teaspoons pure vanilla extract,pure vanilla extract,"""02050"""
4790,5068,3 large eggs warmed in shell in warm water 10 minutes,eggs warmed in shell in warm water minutes,"""01125"""
4791,5069,2 cups well-stirred plain whole-milk yogurt (not Greek-style) atroom temperature 30 minutes,wellstirred plain wholemilk yogurt (not greekstyle) atroom temperature minutes,"""01116"""
4792,5070,2 cups fresh red currants (1/2 pound) stemmed,fresh red currants ( pound) stemmed,"""09084"""
4793,5071,4 cups fresh raspberries (16 ounces) divided,fresh raspberries ( ounces) divided,"""09302"""
4794,5072,2/3 cup granulated sugar room temperature 30 minutes,granulated sugar room temperature minutes,"""19335"""
4795,5073,3 cups confectioners sugar,confectioners sugar,"""19335"""
4796,5074,3 tablespoons light corn syrup,light corn syrup,"""19350"""
4797,5075,1/2 cup heavy cream,heavy cream,"""01053"""
4798,5076,Scant 1/2 teaspoon pure vanilla extract,scant pure vanilla extract,"""02050"""
4799,5078,One 15-pound boneless rib roast,onepound boneless roast,"""13824"""
4800,5079,1 cup olive oil,olive oil,"""44005"""
4801,5080,1/4 cup fresh rosemary leaves,fresh rosemary leaves,"""02063"""
4802,5081,1/4 cup packed fresh sage leaves,packed fresh sage leaves,"""02038"""
4803,5082,1/4 cup fresh thyme leaves,fresh thyme leaves,"""02049"""
4804,5083,2 tablespoons salt,salt,"""02047"""
4805,5084,2 tablespoons black pepper,black pepper,"""02030"""
4806,5085,5 cloves garlic pressed,cloves garlic pressed,"""11215"""
4807,5086,1 banana,banana,"""09040"""
4808,5087,1 tablespoon peanut butter,peanut butter,"""16167"""
4809,5088,1/4 cup skim milk,skim milk,"""01085"""
4810,5089,1 teaspoon protein powder or other powdered vitamin supplement optional,protein powder or other powdered vitamin supplement optional,"""14066"""
4811,5090,1 cup ice,ice,"""14411"""
4812,5091,1/3 cup mayonnaise,mayonnaise,"""42138"""
4813,5092,1 tablespoon fresh lime juice,fresh lime juice,"""09160"""
4814,5093,1 1/2 teaspoons curry powder,curry powder,"""02015"""
4815,5094,1 teaspoon Dijon mustard,dijon mustard,"""02046"""
4816,5095,1/4 teaspoon salt,salt,"""02047"""
4817,5096,1/8 teaspoon cayenne,cayenne,"""02031"""
4818,5097,6 hard-boiled large eggs chopped,hardboiled eggs chopped,"""01129"""
4819,5098,1 cup diced (1/4-inch) Granny Smith apple (from 1 apple),diced (inch) granny smith apple (from apple),"""09502"""
4820,5099,1/3 cup finely chopped red onion,finely chopped red onion,"""11282"""
4821,5100,1/4 cup chopped fresh cilantro,chopped fresh cilantro,"""11165"""
4822,5101,2 1/4 cups all-purpose flour,allpurpose flour,"""20581"""
4823,5102,1 1/2 teaspoons kosher salt,kosher salt,"""02047"""
4824,5103,4 ounces (1 stick) cold unsalted butter cut into 1/2-inch cubes,( stick) cold unsalted butter cut intoinch cubes,"""01145"""
4825,5104,1 tablespoon distilled white vinegar,distilled white vinegar,"""02053"""
4826,5105,2 tablespoons olive oil,olive oil,"""44005"""
4827,5106,1 small white onion diced,white onion diced,"""11282"""
4828,5107,1 egg,egg,"""01123"""
4829,5108,1/3 cup ice water,ice water,"""14411"""
4830,5109,2 garlic cloves minced,garlic cloves minced,"""11215"""
4831,5110,1 pound ground beef,ground beef,"""23572"""
4832,5111,1 tablespoon tomato paste,tomato paste,"""11546"""
4833,5112,2 to 4 tablespoons pureed canned chipotle,to pureed canned chipotle,"""11820"""
4834,5113,1 teaspoon adobo seasoning,adobo seasoning,"""02034"""
4835,5114,Kosher salt,kosher salt,"""02047"""
4836,5115,Freshly ground black pepper,freshly ground black pepper,"""02030"""
4837,5116,Vegetable oil for deep-frying (optional),vegetable oil for deepfrying (optional),"""04513"""
4838,5117,All-purpose flour for assembly,allpurpose flour for assembly,"""20581"""
4839,5118,1 to 2 large egg whites beaten for assembly,to egg whites beaten for assembly,"""01124"""
4840,5119,Fig leaves,fig leaves,"""11253"""
4841,5120,Creamy goat cheese such as Fleur Verte,creamy goat cheese such as fleur verte,"""01159"""
4842,5121,Bunch of grapes,bunch of grapes,"""09131"""
4843,5122,Fig Preserves recipe follows,fig preserves follows,"""19297"""
4844,5123,English Oat Crackers recipe follows,english oat crackers follows,"""28292"""
4845,5126,3 3/4 cups sugar,sugar,"""19335"""
4846,5127,1 vanilla bean split lengthwise,vanilla bean split lengthwise,"""02050"""
4847,5128,2 pounds fresh ripe purple figs stems removed and halved lengthwise,fresh ripe purple figs stems removed and halved lengthwise,"""09089"""
4848,5129,3 cups old-fashioned oats such as Quaker,oldfashioned oats such as quaker,"""08402"""
4849,5130,1 cup all-purpose flour,allpurpose flour,"""20581"""
4850,5131,1/2 cup light brown sugar lightly packed,light brown sugar lightly packed,"""19334"""
4851,5132,1 teaspoon kosher salt,kosher salt,"""02047"""
4852,5133,1/2 pound (2 sticks) cold unsalted butter 1/2-inch-diced,( sticks) cold unsalted butterinchdiced,"""01145"""
4853,5134,3/4 teaspoon baking soda,baking soda,"""18372"""
4854,5135,1/4 cup lukewarm water,lukewarm water,"""14411"""
4855,5136,Fleur de sel,fleur de sel,"""02047"""
4856,5137,Nonstick cooking spray,nonstick cooking spray,"""04679"""
4857,5138,1 cup plus 2 tablespoons all-purpose flour,plus allpurpose flour,"""20581"""
4858,5139,1 teaspoon baking powder,baking powder,"""18371"""
4859,5140,1 cup plus 3 tablespoons sugar,plus sugar,"""19335"""
4860,5141,1/2 teaspoon salt,salt,"""02047"""
4861,5142,1/4 cup vegetable oil,vegetable oil,"""04513"""
4862,5143,3 large egg yolks,egg yolks,"""01125"""
4863,5144,1 teaspoon almond extract,almond extract,"""04529"""
4864,5146,5 large egg whites at room temperature (about 2/3 cup),egg whites at room temperature (about cup),"""01124"""
4865,5147,1/4 teaspoon cream of tartar,cream of tartar,"""18373"""
4866,5148,1 cup brewed coffee,brewed coffee,"""14180"""
4867,5149,1 cup sugar,sugar,"""19335"""
4868,5150,1 pound cream cheese,cream cheese,"""01017"""
4869,5151,3 14 cups heavy whipping cream,heavy whipping cream,"""01053"""
4870,5152,1 1/2 cups confectioners sugar,confectioners sugar,"""19335"""
4871,5153,2 teaspoons vanilla extract,vanilla extract,"""02050"""
4872,5154,2 cups heavy whipping cream,heavy whipping cream,"""01053"""
4873,5155,1 tablespoon confectioners sugar,confectioners sugar,"""19335"""
4874,5158,Chocolate shavings or chocolate chips for garnish,chocolate shavings or chocolate chips for,"""19080"""
4875,5159,3 quarts water,water,"""14411"""
4876,5160,1 tablespoon kosher salt,kosher salt,"""02047"""
4877,5161,16 ounces dried spaghetti noodles,dried spaghetti noodles,"""20420"""
4878,5162,3 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
4879,5163,2 to 3 cloves of garlic minced fine,to cloves of garlic minced fine,"""11215"""
4880,5164,Capers,capers,"""02054"""
4881,5165,Sun dried tomatoes,sun dried tomatoes,"""11955"""
4882,5166,Red pepper,red pepper,"""02030"""
4883,5167,Olives,olives,"""09194"""
4884,5168,Walnuts,walnuts,"""12155"""
4885,5169,Hard cheeses like Asiago and Parmesan,hard cheeses like asiago and parmesan,"""01033"""
4886,5171,Canned Artichokes,canned artichokes,"""11007"""
4887,5172,Smoked oysters,smoked oysters,"""15245"""
4888,5173,Black pepper,black pepper,"""02030"""
4889,5174,1 cup heavy cream,heavy cream,"""01053"""
4890,5175,1/4 cup confectioners sugar,confectioners sugar,"""19335"""
4891,5176,2 tablespoons honey,honey,"""19296"""
4892,5177,1 teaspoon vanilla extract,vanilla extract,"""02050"""
4893,5178,1/4 cup sesame tahini,sesame tahini,"""12698"""
4894,5179,4 ounces freshly brewed espresso,freshly brewed espresso,"""14210"""
4895,5182,5 tablespoons low-sodium soy sauce,lowsodium soy sauce,"""16424"""
4896,5183,4 teaspoons toasted sesame oil,toasted sesame oil,"""04058"""
4897,5184,2 teaspoons honey,honey,"""19296"""
4898,5185,1 1/4 pounds skinless boneless chicken breasts cut into 3/4-inch chunks,skinless boneless chicken breasts cut intoinch chunks,"""05746"""
4899,5186,6 teaspoons canola oil,canola oil,"""04582"""
4900,5187,2 scallions thinly sliced,scallions thinly sliced,"""11291"""
4901,5188,1 tablespoon grated peeled ginger,grated peeled ginger,"""11216"""
4902,5189,3 cloves garlic minced,cloves garlic minced,"""11215"""
4903,5190,1 1/4 cups low-sodium chicken broth,lowsodium chicken broth,"""06970"""
4904,5191,3 tablespoons sugar,sugar,"""19335"""
4905,5192,3 to 4 teaspoons cornstarch,to cornstarch,"""20027"""
4906,5193,1 tablespoon rice vinegar,rice vinegar,"""02068"""
4907,5194,1 teaspoon chili paste,chili paste,"""06961"""
4908,5195,4 cups snow peas trimmed,snow peas trimmed,"""11300"""
4909,5197,2 tablespoons toasted sesame seeds,toasted sesame seeds,"""12023"""
4910,5198,12 oz bittersweet or semisweet chocolate finely chopped,bittersweet or semisweet chocolate finely chopped,"""19080"""
4911,5199,2 cups toasted walnut pecan macadamia or other nuts chopped optional,toasted walnut pecan macadamia or other nuts chopped optional,"""12155"""
4912,5200,10 tbsps unsalted butter at room temperature,tbsps unsalted butter at room temperature,"""01145"""
4913,5201,1 tbsp pure vanilla extract,pure vanilla extract,"""02050"""
4914,5202,20 large marshmallows,marshmallows,"""19116"""
4915,5203,4 cups sugar,sugar,"""19335"""
4916,5204,2 5-oz cans evaporated milk,evaporated milk,"""01153"""
4917,5205,1/2 pound corn masa,corn masa,"""20317"""
4918,5206,7 1/2 ounces water,water,"""14411"""
4919,5207,1 1/4 pounds chicken breast,chicken breast,"""05057"""
4920,5209,3/4 ounces garlic,garlic,"""11215"""
4921,5210,1/4 tablespoon salt,salt,"""02047"""
4922,5211,1/4 tablespoon pepper,pepper,"""02030"""
4923,5212,1 1/2 ounces vegetable oil,vegetable oil,"""04513"""
4924,5213,3/8 ounces chopped jalapeno pepper,chopped jalapeno pepper,"""11979"""
4925,5214,1/4-ounce cilantro,cilantro,"""11165"""
4926,5215,1/2 teaspoon red crushed chilies,red crushed chilies,"""11819"""
4927,5217,4 ounces green tomatillos,green tomatillos,"""11954"""
4928,5218,1/2-ounce chopped onions,chopped onions,"""11294"""
4929,5219,1/2-ounce cilantro,cilantro,"""11165"""
4930,5220,1 serrano pepper,serrano pepper,"""11977"""
4931,5221,Salt to taste,salt to taste,"""02047"""
4932,5222,2 pounds broccoli cut into florets,broccoli cut into florets,"""11090"""
4933,5223,8 ounces bacon cut into 1/2-inch strips,bacon cut intoinch strips,"""10123"""
4934,5224,3 tablespoons all-purpose flour,allpurpose flour,"""20581"""
4935,5225,2 cloves garlic minced,cloves garlic minced,"""11215"""
4936,5226,4 cups milk,milk,"""01077"""
4937,5227,1 teaspoon kosher salt,kosher salt,"""02047"""
4938,5228,1 teaspoon ground black pepper,ground black pepper,"""02030"""
4939,5229,1/2 teaspoon ground nutmeg,ground nutmeg,"""02025"""
4940,5230,4 cups shredded Cheddar cheese,shredded cheddar cheese,"""01270"""
4941,5231,1 cup panko breadcrumbs,panko breadcrumbs,"""18376"""
4942,5232,1/4 cup olive oil,olive oil,"""44005"""
4943,5233,Nonstick cooking spray,nonstick cooking spray,"""04679"""
4944,5234,1 cup shredded sharp Cheddar,shredded sharp cheddar,"""01270"""
4945,5235,1 cup shredded Gouda,shredded gouda,"""01022"""
4946,5236,1 cup shredded mozzarella,shredded mozzarella,"""01026"""
4947,5237,1 cup shredded Monterey Jack,shredded monterey jack,"""01025"""
4948,5238,8 slices white sandwich bread (preferably the kind that has a bit of a heart shape on the top),white sandwich bread (preferably the kind that has a bit of a heart shape on the top),"""18071"""
4949,5239,1/4 cup prepared pesto,prepared pesto,"""06626"""
4950,5240,8 slices dark sandwich bread such as pumpernickel or rye,dark sandwich bread such as pumpernickel or rye,"""18044"""
4951,5241,1/4 cup fig jam,fig jam,"""19297"""
4952,5242,1 stick (8 tablespoons) unsalted butter melted,( tablespoons) unsalted butter melted,"""01145"""
4953,5243,1/2 cup ketchup in a squeeze bottle,ketchup in a squeeze bottle,"""11935"""
4954,5244,1/2 cup mustard in a squeeze bottle,mustard in a squeeze bottle,"""02046"""
4955,5245,8 cups thinly shredded iceberg lettuce (about 1 head),thinly shredded iceberg lettuce (about head),"""11252"""
4956,5246,Nonstick vegetable oil spray,nonstick vegetable oil spray,"""04679"""
4957,5247,1/2 cup mayonnaise,mayonnaise,"""42138"""
4958,5248,3 tablespoons Dijon mustard with horseradish,dijon mustard with horseradish,"""02046"""
4959,5249,2 tablespoons fresh lemon juice,fresh lemon juice,"""09152"""
4960,5250,2/3 pound unpeeled red-skinned potatoes thinly sliced,unpeeled redskinned potatoes thinly sliced,"""11352"""
4961,5251,2 6-ounce cod fillets,cod fillets,"""15015"""
4962,5252,2 tablespoons chopped fresh parsley,chopped fresh parsley,"""11297"""
4963,5253,1/2 small onion,onion,"""11282"""
4964,5254,1/3 cup ketchup,ketchup,"""11935"""
4965,5255,2 tablespoons Worcestershire,worcestershire,"""06971"""
4966,5256,1/4 cup white vinegar,white vinegar,"""02053"""
4967,5257,1/2 cup sugar,sugar,"""19335"""
4968,5258,1 cup canola oil,canola oil,"""04582"""
4969,5259,1 large bag fresh spinach,bag fresh spinach,"""11457"""
4970,5260,2 hard boiled eggs,hard boiled eggs,"""01129"""
4971,5261,Several large mushrooms sliced,several mushrooms sliced,"""11260"""
4972,5262,4 to 5 slices bacon cooked and crumbled,to bacon cooked and crumbled,"""10860"""
4973,5263,1 container fresh bean sprouts,container fresh bean sprouts,"""11043"""
4974,5264,1 whole chicken 4 pounds washed and patted dry,whole chicken washed and patted dry,"""05011"""
4975,5265,2 cloves garlic,cloves garlic,"""11215"""
4976,5266,Salt,salt,"""02047"""
4977,5267,Pepper,pepper,"""02030"""
4978,5269,6 tablespoons butter,butter,"""01001"""
4979,5270,1 onion peeled and halved,onion peeled and halved,"""11282"""
4980,5271,3 parsnips peeled and chopped into 3-inch pieces,parsnips peeled and chopped intoinch pieces,"""11298"""
4981,5272,3 carrots peeled and chopped into 3-inch pieces,carrots peeled and chopped intoinch pieces,"""11124"""
4982,5273,3 potatoes quartered,potatoes quartered,"""11362"""
4983,5274,2 tablespoons olive oil,olive oil,"""44005"""
4984,5275,Splash white wine,splash white wine,"""14106"""
4985,5276,1 cup chicken stock,chicken stock,"""06172"""
