,original_text,NDB_ID,Description
5012,8 ounces (1/2 pint) cherry tomatoes halved,"""11529""","tomatoes, red, ripe, raw, year round average"
5013,1 cup (about 3 1/2-ounces) grated Asiago,"""01033""","cheese, parmesan, hard"
5014,1/2 cup grated Parmesan,"""01033""","cheese, parmesan, hard"
5015,1 teaspoon salt,"""02047""","salt, table"
5016,3/4 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
5017,1 boneless leg of lamb butterflied,"""17300""","lamb, australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, raw"
5018,2 tbsp garlic minced,"""11215""","garlic, raw"
5019,1 cup Dijon mustard,"""02046""","mustard, prepared, yellow"
5020,1/2 cup honey,"""19296""",honey
5021,1 cup white wine,"""14106""","alcoholic beverage, wine, table, white"
5022,Black pepper coarsely ground,"""02030""","spices, pepper, black"
5023,1/4 cup Italian parsley minced,"""11297""","parsley, fresh"
5024,1 tsp butter,"""01001""","butter, salted"
5025,1 tsp garlic minced,"""11215""","garlic, raw"
5026,2-3 medium jalapeno peppers finely minced,"""11979""","peppers, jalapeno, raw"
5027,1 16oz jar seedless raspberry preserves,"""19297""",jams and preserves
5028,1/4 cup onion finely minced,"""11282""","onions, raw"
5029,1/2 cup dry white wine,"""14106""","alcoholic beverage, wine, table, white"
5030,1 (6-ounce) container fat-free vanilla yogurt,"""01295""","yogurt, vanilla, non-fat"
5031,1/4 cup chopped mango,"""09176""","mangos, raw"
5032,2 tablespoons fat-free whipped topping (from an aerosol canister) or more for optional topping,"""42135""","whipped topping, frozen, low fat"
5033,1 teaspoon shredded sweetened coconut toasted if desired,"""12179""","nuts, coconut meat, dried (desiccated), sweetened, shredded"
5034,4 boneless center-cut pork chops (1/2 inch thick; 5 ounces each),"""10164""","pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw"
5035,Kosher salt,"""02047""","salt, table"
5036,3 tablespoons extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
5037,1/2 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
5038,1 large shallot finely chopped,"""11677""","shallots, raw"
5039,8 fresh sage leaves,"""02038""","spices, sage, ground"
5040,1/2 cup dry white wine,"""14106""","alcoholic beverage, wine, table, white"
5041,1 1/4 cups low-sodium chicken broth,"""06970""","soup, chicken broth, low sodium, canned"
5042,5 thin slices prosciutto (about 3 ounces) 1 slice chopped,"""42128""","ham, turkey, sliced, extra lean, prepackaged or deli"
5043,1 cup grated fontina cheese (about 2 ounces),"""01020""","cheese, fontina"
5044,1/4 cup grated parmesan cheese,"""01033""","cheese, parmesan, hard"
5045,1 10-ounce package frozen peas,"""11312""","peas, green, frozen, unprepared (includes foods for usda's food distribution program)"
5046,12 ounces flank steak at room temperature,"""13970""","beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw"
5047,Coarse salt,"""02047""","salt, table"
5048,4 navel oranges,"""09203""","oranges, raw, florida"
5049,1 tablespoon red-wine vinegar,"""02068""","vinegar, red wine"
5050,1 teaspoon packed dark brown sugar,"""19334""","sugars, brown"
5051,1/4 cup extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
5052,4 Confit Duck Legs at room temperature,"""05144""","duck, wild, meat and skin, raw"
5053,8 cups watercress sprigs (from 2 bunches) tough stems discarded,"""11591""","watercress, raw"
5054,1 cup walnuts Toasted  cooled and coarsely broken,"""12155""","nuts, walnuts, english"
5055,2 1/2 cups white whole wheat flour,"""20080""","wheat flour, whole-grain (includes foods for usda's food distribution program)"
5056,1/2 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
5057,1 tablespoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
5058,1/2 teaspoon fine salt,"""02047""","salt, table"
5059,3 tablespoons cold unsalted butter cut into small pieces,"""01145""","butter, without salt"
5060,1 1/4 cups reduced-fat (2-percent) milk,"""01174""","milk, reduced fat, fluid, 2% milkfat, without added vitamin a and vitamin d"
5061,3 tablespoons honey plus more for serving,"""19296""",honey
5062,1 large egg white,"""01123""","egg, whole, raw, fresh"
5063,1 1/2 teaspoons active dry yeast,"""18375""","leavening agents, yeast, baker's, active dry"
5064,1/4 teaspoon sugar,"""19335""","sugars, granulated"
5065,1 cup warm water (110°F),"""14411""","beverages, water, tap, drinking"
5066,3 cups all-purpose flour sifted,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
5067,1/4 teaspoon salt,"""02047""","salt, table"
5068,1/2 cup powdered whole milk,"""14312""","beverages, malted drink mix, natural, powder, prepared with whole milk"
5069,1 egg,"""01123""","egg, whole, raw, fresh"
5070,1/2 cup vegetable oil,"""04513""","vegetable oil, palm kernel"
5071,Olive oil for coating the bowl and the pan,"""44005""","oil, corn, peanut, and olive"
5072,1/4 cup finely chopped fresh flat-leaf parsley,"""11297""","parsley, fresh"
5073,5 ounces mozzarella cheese shredded on the small holes of a box grater (about 1/2 cup),"""01026""","cheese, mozzarella, whole milk"
5074,1 tablespoon finely chopped fresh oregano or thyme leaves,"""02027""","spices, oregano, dried"
5075,1/4 cup sesame seeds,"""12023""","seeds, sesame seeds, whole, dried"
5076,1/4 cup olive oil plus extra for drizzling,"""44005""","oil, corn, peanut, and olive"
5077,16 (1/2-inch-thick) slices day-old baguette,"""28288""","bread, roll, mexican, bollilo"
5078,3 cups half-and-half,"""01049""","cream, fluid, half and half"
5079,6 large egg yolks,"""01125""","egg, yolk, raw, fresh"
5080,3/4 cup plus 1 tablespoon sugar,"""19335""","sugars, granulated"
5081,3 tablespoons instant-espresso powder,"""14214""","beverages, coffee, instant, regular, powder"
5082,3 firm-ripe bananas halved crosswise then halved lengthwise,"""09040""","bananas, raw"
5083,1 1/2 tablespoons unsalted butter,"""01145""","butter, without salt"
5084,1 loaf rosemary focaccia bread thinly sliced,"""18973""","focaccia, italian flatbread, plain"
5085,2 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
5086,3 red or sweet onions thinly sliced,"""11282""","onions, raw"
5087,1/3 cup dry red wine,"""14096""","alcoholic beverage, wine, table, red"
5088,1/3 cup red wine vinegar,"""02068""","vinegar, red wine"
5089,1/4 cup packed light brown sugar,"""19334""","sugars, brown"
5090,1/4 cup honey,"""19296""",honey
5091,1 (24-ounce) piece beef tenderloin,"""13925""","beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted"
5092,2 cups all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
5093,1 1/2 teaspoons salt,"""02047""","salt, table"
5094,1 1/2 sticks (3/4 cup) cold unsalted butter cut into bits,"""01145""","butter, without salt"
5095,6 to 7 tablespoons ice water,"""14411""","beverages, water, tap, drinking"
5096,2 sticks (1 cup) unsalted butter at room temperature,"""01145""","butter, without salt"
5097,2 1/2 cups all-purpose flour (see Cooks Note),"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
5098,1/2 teaspoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
5099,1/2 teaspoon fine salt,"""02047""","salt, table"
5100,1 1/2 cups sugar,"""19335""","sugars, granulated"
5101,1 large egg,"""01123""","egg, whole, raw, fresh"
5102,1 teaspoon pure vanilla extract,"""02050""",vanilla extract
5103,1/2 cup plus 1 tablespoon confectioners sugar,"""19335""","sugars, granulated"
5104,1 tablespoon milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
5105,1 can (14.5 ounces) diced tomatoes,"""11529""","tomatoes, red, ripe, raw, year round average"
5106,1/2 cup Onion and Garlic Mix,"""11282""","onions, raw"
5107,4 chipotle chiles finely diced,"""11819""","peppers, hot chili, red, raw"
5108,1/4 teaspoon salt,"""02047""","salt, table"
5109,3 corn tortillas halved,"""18363""","tortillas, ready-to-bake or -fry, corn"
5110,3/4 cup Broccoli and Red Bell Pepper Mix,"""11090""","broccoli, raw"
5111,1 cup Lime Shrimp,"""15270""","crustaceans, shrimp, raw"
5112,1 cup 75% shredded fat-free cheddar (4 ounces),"""01168""","cheese, low fat, cheddar or colby"
5113,1 (9-ounce) jar mango chutney (such as Major Greys) any large pieces chopped,"""19297""",jams and preserves
5114,1/2 cup chopped red onion,"""11282""","onions, raw"
5115,1/4 cup chopped fresh cilantro,"""11165""","coriander (cilantro) leaves, raw"
5116,1 tablespoon Dijon mustard plus additional for serving,"""02046""","mustard, prepared, yellow"
5117,8 beef hot dogs,"""13357""","sausage, beef, cured, cooked, smoked"
5118,8 hot dog buns opened,"""18350""","rolls, hamburger or hotdog, plain"
5119,2 cups rolled oats,"""08120""","cereals, oats, regular and quick, not fortified, dry"
5120,4 egg whites,"""01124""","egg, white, raw, fresh"
5121,1 teaspoon cinnamon,"""02010""","spices, cinnamon, ground"
5122,Vegetable oil cooking spray,"""04513""","vegetable oil, palm kernel"
5123,1/2 cup unsweetened applesauce,"""09019""","applesauce, canned, unsweetened, without added ascorbic acid (includes foods for usda's food distribution program)"
5124,1/2 cup sliced strawberries,"""09316""","strawberries, raw"
5125,1 cup white sugar,"""19335""","sugars, granulated"
5126,1/2 cup good quality Cocoa Powder,"""19165""","cocoa, dry powder, unsweetened"
5127,4-ounces unsalted butter,"""01145""","butter, without salt"
5128,1 cup dark rum,"""14050""","alcoholic beverage, distilled, rum, 80 proof"
5129,1 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
5130,1 tablespoon vanilla extract,"""02050""",vanilla extract
5131,1/2 cup vegetable oil,"""04513""","vegetable oil, palm kernel"
5132,Sugar,"""19335""","sugars, granulated"
5133,Ground cinnamon,"""02010""","spices, cinnamon, ground"
5134,2 ripe bananas,"""09040""","bananas, raw"
5135,1 ripe pineapple,"""09266""","pineapple, raw, all varieties"
5136,1 cup sugar,"""19335""","sugars, granulated"
5137,1 cup amber rum,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
5138,1 cup heavy cream and 1 tablespoon confectioners sugar whipped to soft peaks,"""01053""","cream, fluid, heavy whipping"
5139,1 can Coco Lopez,"""12115""","nuts, coconut cream, raw (liquid expressed from grated meat)"
5140,1 can unsweetened coconut milk,"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
5141,1 can water,"""14411""","beverages, water, tap, drinking"
5142,2 tablespoons lime juice,"""09160""","lime juice, raw"
5143,1 package (8 oz.) reduced-fat cream cheese softened,"""43274""","cheese, cream, low fat"
5144,1/3 cup sugar,"""19335""","sugars, granulated"
5145,4 eggs divided,"""01123""","egg, whole, raw, fresh"
5146,1 package (18.25 oz.) chocolate fudge cake mix,"""18144""","cake, yellow, enriched, dry mix"
5147,1 1/4 cups water,"""14411""","beverages, water, tap, drinking"
5148,1/2 cup vegetable oil,"""04513""","vegetable oil, palm kernel"
5149,4 cups water,"""14411""","beverages, water, tap, drinking"
5150,3/4 cup coarsely chopped onion,"""11282""","onions, raw"
5151,1/2 cup coarsely chopped carrot,"""11124""","carrots, raw"
5152,2 garlic cloves peeled,"""11215""","garlic, raw"
5153,1 bay leaf,"""02004""","spices, bay leaf"
5154,1/2 teaspoon whole black peppercorns,"""02030""","spices, pepper, black"
5155,1/4 cup olive oil,"""44005""","oil, corn, peanut, and olive"
5156,1/2 teaspoon salt,"""02047""","salt, table"
5157,1/2 teaspoon black pepper,"""02030""","spices, pepper, black"
5158,1/2 teaspoon garlic salt,"""02020""","spices, garlic powder"
5159,1/2 teaspoon seasoned salt,"""02047""","salt, table"
5160,1 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
5161,6 cloves garlic smashed,"""11215""","garlic, raw"
5162,2 carrots peeled and diced small,"""11124""","carrots, raw"
5163,2 stalks celery diced small,"""11143""","celery, raw"
5164,1 Vidalia onion diced small,"""11294""","onions, sweet, raw"
5165,1 cup red wine,"""14096""","alcoholic beverage, wine, table, red"
5166,2 cups chicken stock,"""06172""","soup, stock, chicken, home-prepared"
5167,2 cups veal stock or beef stock,"""06170""","soup, stock, beef, home-prepared"
5168,2 cups water,"""14411""","beverages, water, tap, drinking"
5169,One 14.5-ounce can peeled plum tomatoes,"""11529""","tomatoes, red, ripe, raw, year round average"
5170,2 tablespoons Worcestershire sauce,"""06971""","sauce, worcestershire"
5171,6 medium red potatoes diced small with skin on,"""11352""","potatoes, flesh and skin, raw"
5172,Three Cheese Polenta recipe follows,"""20020""","cornmeal, whole-grain, yellow"
5173,4 1/2 cups water,"""14411""","beverages, water, tap, drinking"
5174,1 cup finely ground polenta,"""20020""","cornmeal, whole-grain, yellow"
5175,Salt,"""02047""","salt, table"
5176,1/4 cup shredded Parmesan cheese,"""01033""","cheese, parmesan, hard"
5177,1/4 cup mild Cheddar cheese,"""01270""","cheese, cheddar, sharp, sliced"
5178,1/4 cup unsalted butter,"""01145""","butter, without salt"
5179,Black pepper,"""02030""","spices, pepper, black"
5180,1 1/2 cups allpurpose flour,"""20481""","wheat flour, white, all-purpose, unenriched"
5181,1 tablespoon sugar,"""19335""","sugars, granulated"
5182,1/2 teaspoon salt,"""02047""","salt, table"
5183,1 teaspoon baking soda,"""18372""","leavening agents, baking soda"
5184,1 teaspoon baking powder,"""18371""","leavening agents, baking powder, low-sodium"
5185,1 large egg,"""01123""","egg, whole, raw, fresh"
5186,1 cup buttermilk,"""01230""","milk, buttermilk, fluid, whole"
5187,1/4 cup whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
5188,1 tablespoon melted unsalted butter,"""01145""","butter, without salt"
5189,About 3 tablespoons unsalted butter,"""01145""","butter, without salt"
5190,One 1 pound salmon fillet about 1-inch thick,"""15238""","fish, salmon, coho, farmed, raw"
5191,5 thin slices smoky bacon,"""10123""","pork, cured, bacon, unprepared"
5192,1 cup diced fresh shiitake mushrooms very firmly packed,"""11238""","mushrooms, shiitake, raw"
5193,1 teaspoon finely minced garlic,"""11215""","garlic, raw"
5194,2 tablespoons minced parsley,"""11297""","parsley, fresh"
5195,2 tablespoons Chinese Oyster sauce,"""06176""","sauce, oyster, ready-to-serve"
5196,Pinch of freshly grated nutmeg,"""02025""","spices, nutmeg, ground"
5197,4 large green apples,"""09502""","apples, raw, granny smith, with skin (includes foods for usda's food distribution program)"
5198,2 tablespoons butter,"""01001""","butter, salted"
5199,3 tablespoons brown sugar,"""19334""","sugars, brown"
5200,1/2 teaspoon ground cinnamon,"""02010""","spices, cinnamon, ground"
5201,A pinch ground cloves or 1 whole clove,"""02011""","spices, cloves, ground"
5202,1 pint vanilla ice cream,"""19095""","ice creams, vanilla"
5203,1 spray container whipped cream,"""01054""","cream, whipped, cream topping, pressurized"
5204,Freshly grated nutmeg,"""02025""","spices, nutmeg, ground"
0,3 tablespoons freshly squeezed orange juice,"""42270""","beverages, orange juice drink"
1,Kosher salt,"""02047""","salt, table"
2,2 tablespoons extra-virgin olive oil,"""44005""","oil, corn, peanut, and olive"
3,3 1/2 to 4 cups cooked and cooled barley,"""20006""","barley, pearled, cooked"
4,1 small head fennel julienned,"""11957""","fennel, bulb, raw"
5,1/4 cup pine nuts toasted,"""12147""","nuts, pine nuts, dried"
6,1/2 cup grated Parmesan cheese,"""01033""","cheese, parmesan, hard"
7,1/2 cup cooked and crumbled bacon approximately 4 slices,"""10123""","pork, cured, bacon, unprepared"
8,2 tablespoons chopped fresh parsley leaves,"""11297""","parsley, fresh"
9,Freshly ground black pepper,"""02030""","spices, pepper, black"
0,3 tablespoons unsalted butter,"""01145""","butter, without salt"
1,1 medium Spanish onion finely chopped,"""11294""","onions, sweet, raw"
2,3 cloves garlic finely chopped,"""11215""","garlic, raw"
3,10 medium carrots (about 1 3/4 pounds) peeled and cut into 1-inch slices (see note),"""11124""","carrots, raw"
4,8 cups chicken broth homemade or low-sodium canned,"""06970""","soup, chicken broth, low sodium, canned"
5,2 tablespoons sugar,"""19335""","sugars, granulated"
6,1 teaspoon kosher salt,"""02047""","salt, table"
7,1 teaspoon freshly squeezed lemon juice,"""09152""","lemon juice, raw"
8,Freshly ground black pepper to taste,"""02030""","spices, pepper, black"
0,1 pound sweet potatoes peeled and cut into 1/2-inch cubes,"""11507""","sweet potato, raw, unprepared (includes foods for usda's food distribution program)"
1,2 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
2,1/2 teaspoon salt,"""02047""","salt, table"
3,2 1/4 cups water,"""14411""","beverages, water, tap, drinking"
4,1 1/2 cups long-grain white rice,"""20037""","rice, brown, long-grain, cooked (includes foods for usda's food distribution program)"
5,3/4 teaspoon salt,"""02047""","salt, table"
6,4 to 4 1/4 cups Kemps black beans,"""16014""","beans, black, mature seeds, raw"
7,1 cup hulled (green) pumpkin seeds (also called pepitas; not toasted),"""11422""","pumpkin, raw"
8,2 teaspoons olive oil,"""44005""","oil, corn, peanut, and olive"
9,Accompaniments: cubes of avocado tossed with lime juice; tomatillo salsa; lime wedges; chopped white onion; fresh cilantro sprigs,"""09038""","avocados, raw, california"
10,1 lime juice,"""09160""","lime juice, raw"
11,1 tomatillo salsa,"""06164""","sauce, salsa, ready-to-serve"
12,1 lime wedges,"""09159""","limes, raw"
13,1 white onion,"""11282""","onions, raw"
14,1 fresh cilantro sprigs,"""11165""","coriander (cilantro) leaves, raw"
0,10 tablespoons unsalted butter plus more for the baking dish,"""01145""","butter, without salt"
1,1 1/2 pounds assorted mushrooms (such as oyster shiitake and/or cremini) trimmed and sliced,"""11987""","mushrooms, oyster, raw"
2,Kosher salt,"""02047""","salt, table"
3,3 leeks (white and light green parts) halved lengthwise thinly sliced and rinsed,"""11246""","leeks, (bulb and lower leaf-portion), raw"
4,1 tablespoon fresh thyme,"""02049""","thyme, fresh"
5,1 tablespoon finely chopped fresh rosemary,"""02063""","rosemary, fresh"
6,2 cups low-sodium chicken or vegetable broth,"""06970""","soup, chicken broth, low sodium, canned"
7,Freshly ground pepper,"""02030""","spices, pepper, black"
8,2 large eggs,"""01123""","egg, whole, raw, fresh"
9,1 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
10,1/2 cup chopped mixed fresh herbs (such as parsley tarragon and chives),"""11156""","chives, raw"
11,16 cups 1/2-inch stale brioche cubes (1 1/2 pounds),"""18349""","rolls, french"
0,1/2 cup KRAFT Light Parmesan Asiago Balsamic Vinaigrette Dressing,"""04135""","salad dressing, home recipe, vinegar and oil"
1,1/4 cup chopped fresh basil,"""02044""","basil, fresh"
2,4 cups torn romaine lettuce,"""11251""","lettuce, cos or romaine, raw"
3,4 cups croutons,"""18242""","croutons, plain"
4,8 tomatoes chopped,"""11529""","tomatoes, red, ripe, raw, year round average"
5,2 cups pepperoni slices,"""07057""","pepperoni, beef and pork, sliced"
6,1 cup cubed KRAFT Low-Moisture Part-Skim Mozzarella Cheese,"""01028""","cheese, mozzarella, part skim milk"
7,1/2 cup KRAFT Shredded Parmesan Cheese,"""01033""","cheese, parmesan, hard"
0,3 cups granulated sugar,"""19335""","sugars, granulated"
1,3 sticks (12 ounces) unsalted butter,"""01145""","butter, without salt"
2,5 eggs,"""01123""","egg, whole, raw, fresh"
3,3 cups all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
4,1/2 teaspoon salt,"""02047""","salt, table"
5,1 cup lemon-lime soda such as 7-Up,"""14144""","beverages, carbonated, lemon-lime soda, no caffeine"
6,1 tablespoon lemon zest,"""09156""","lemon peel, raw"
7,1 tablespoon lime zest,"""09159""","limes, raw"
8,Nonstick baking spray for spraying pan,"""04679""","oil, pam cooking spray, original"
9,2 cups powdered sugar sifted,"""19336""","sugars, powdered"
10,1 tablespoon lemon zest dried for at least 30 minutes plus more for sprinkling,"""14144""","beverages, carbonated, lemon-lime soda, no caffeine"
11,1 tablespoon lemon juice,"""09152""","lemon juice, raw"
12,1 tablespoon lime zest dried for at least 30 minutes plus more for sprinkling,"""09159""","limes, raw"
13,1 tablespoon lime juice,"""09160""","lime juice, raw"
14,1/4 teaspoon salt,"""02047""","salt, table"
15,1 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
16,1 teaspoon granulated sugar,"""19335""","sugars, granulated"
17,Blackberries for serving,"""09042""","blackberries, raw"
18,1 tablespoon unsalted butter plus 1 tablespoon,"""01145""","butter, without salt"
19,1/4 cup whole almonds with skins,"""12061""","nuts, almonds"
20,4 boneless chicken breast halves with skin (2 1/4 pounds total),"""05057""","chicken, broilers or fryers, breast, meat and skin, raw"
21,1 cup brine-cured green olives such as picholine pitted and chopped,"""09193""","olives, ripe, canned (small-extra large)"
22,3 tablespoons water,"""14411""","beverages, water, tap, drinking"
23,2 tablespoons chopped fresh flat-leaf parsley,"""11297""","parsley, fresh"
24,Salt and freshly ground black pepper,"""02030""","spices, pepper, black"
25,1 1/2 pounds Italian prune plums,"""09291""","plums, dried (prunes), uncooked"
26,1 cup sugar,"""19335""","sugars, granulated"
27,3/4 cup hazelnuts,"""12120""","nuts, hazelnuts or filberts"
28,1 1/4 cups all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
29,1 1/2 teaspoons baking powder,"""18370""","leavening agents, baking powder, double-acting, straight phosphate"
30,1/4 teaspoon salt,"""02047""","salt, table"
31,1/2 teaspoon ground allspice,"""02001""","spices, allspice, ground"
32,1 1/2 sticks (3/4 cup) unsalted butter softened,"""01145""","butter, without salt"
33,3 large eggs,"""01123""","egg, whole, raw, fresh"
34,1 teaspoon vanilla,"""02050""",vanilla extract
35,8 strawberries,"""09316""","strawberries, raw"
36,8 mint sprigs,"""02064""","peppermint, fresh"
37,1 tablespoon sugar,"""19335""","sugars, granulated"
38,1/2 pint raspberries,"""09302""","raspberries, raw"
39,1 cup white cranberry juice chilled,"""43382""","cranberry juice, unsweetened"
40,1 cup pink lemonade chilled,"""14543""","beverages, lemonade, frozen concentrate, pink, prepared with water"
41,1 cup white rum,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
42,One 12-ounce can seltzer water chilled,"""14155""","beverages, carbonated, tonic water"
43,Ice,"""14411""","beverages, water, tap, drinking"
44,2 tablespoons vegetable oil,"""04513""","vegetable oil, palm kernel"
45,2 tablespoons butter,"""01001""","butter, salted"
46,2 large russet potatoes peeled and grated,"""11353""","potatoes, russet, flesh and skin, raw (includes foods for usda's food distribution program)"
47,Kosher salt and freshly ground black pepper,"""02030""","spices, pepper, black"
48,2 tablespoons freshly chopped parsley leaves,"""11297""","parsley, fresh"
49,1 small orange bell pepper seeded and quartered,"""11951""","peppers, sweet, yellow, raw"
50,2 large Portobello mushroom caps stemmed sliced,"""11265""","mushrooms, portabella, raw"
51,1 small summer squash cut on bias,"""11857""","squash, summer, all varieties, cooked, boiled, drained, with salt"
52,1 (14-ounce) can artichoke hearts drained rinsed and quartered,"""11007""","artichokes, (globe or french), raw"
53,1/4 cup olive oil plus more to taste,"""44005""","oil, corn, peanut, and olive"
54,Salt and freshly ground black pepper,"""02030""","spices, pepper, black"
55,1/2 cup feta cheese diced,"""01019""","cheese, feta"
56,1/4 cup kalamata olives pitted,"""09195""","olives, pickled, canned or bottled, green"
57,3 cups baby spinach,"""11457""","spinach, raw"
58,1 cup packed basil leaves,"""02044""","basil, fresh"
59,16 large shrimp peeled and deveined,"""15270""","crustaceans, shrimp, raw"
60,1 teaspoon dried oregano,"""02027""","spices, oregano, dried"
0,1 cup mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
1,1/4 cup whole grain Dijon mustard,"""02046""","mustard, prepared, yellow"
2,2 tablespoons chopped fresh chives,"""11156""","chives, raw"
3,1 tablespoon Dijon mustard,"""02046""","mustard, prepared, yellow"
4,2 teaspoons dry mustard,"""02024""","spices, mustard seed, ground"
5,2 dashes of Worcestershire sauce,"""06971""","sauce, worcestershire"
6,2 dashes of hot pepper sauce,"""06168""","sauce, ready-to-serve, pepper or hot"
7,8 ounces uncooked medium shrimp peeled deveined,"""15270""","crustaceans, shrimp, raw"
8,1/2 teaspoon coarse kosher salt,"""02047""","salt, table"
9,1 large egg,"""01123""","egg, whole, raw, fresh"
10,2 tablespoons heavy whipping cream,"""01053""","cream, fluid, heavy whipping"
11,1 teaspoon Worcestershire sauce,"""06971""","sauce, worcestershire"
12,3/4 teaspoon Cajun seasoning*,"""02034""","spices, poultry seasoning"
13,1/2 teaspoon hot pepper sauce,"""06168""","sauce, ready-to-serve, pepper or hot"
14,1 pound cooked lobster meat cut into 1/4- to 1/3-inch cubes (about 4 cups),"""15148""","crustaceans, lobster, northern, cooked, moist heat"
15,1/2 cup frozen corn kernels thawed,"""11774""","corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt"
16,1/2 cup thinly sliced green onions (about 4),"""11291""","onions, spring or scallions (includes tops and bulb), raw"
0,2 tablespoons canola oil,"""04582""","oil, canola"
1,2 - 8 ounce skin on wild Striped Bass fillets,"""15091""","fish, sea bass, mixed species, raw"
2,3 tablespoons white wine,"""14106""","alcoholic beverage, wine, table, white"
3,1 tablespoon capers,"""02054""","capers, canned"
4,1 teaspoon chopped shallots,"""11677""","shallots, raw"
5,1 tablespoon butter,"""01001""","butter, salted"
6,1 tablespoon chopped parsley,"""11297""","parsley, fresh"
7,1/2 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
8,2 eggs,"""01123""","egg, whole, raw, fresh"
9,1/4 teaspoon minced garlic,"""11215""","garlic, raw"
10,1/4 cup cooked salsify pureed,"""11438""","salsify, cooked, boiled, drained, without salt"
11,1 bunch asparagus trimmed and blanched,"""11011""","asparagus, raw"
12,10 ounces Creamer potatoes (approximately 8 potatoes),"""11352""","potatoes, flesh and skin, raw"
13,1 teaspoon olive oil,"""44005""","oil, corn, peanut, and olive"
14,1 teaspoon minced garlic,"""11215""","garlic, raw"
15,1 teaspoon chopped parsley,"""11297""","parsley, fresh"
16,1 tablespoon whole butter,"""01001""","butter, salted"
17,1/2 small red onion very finely diced,"""11282""","onions, raw"
18,1/2 small bunch flat leaf parsley leaves only coarsely chopped,"""11297""","parsley, fresh"
19,2 plum tomatoes coarsely chopped,"""11529""","tomatoes, red, ripe, raw, year round average"
20,1 teaspoon salt and 1/4 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
21,2 tablespoons olive oil,"""44005""","oil, corn, peanut, and olive"
22,2 tablespoons cider vinegar,"""02048""","vinegar, cider"
23,1 teaspoon soy sauce,"""16124""",soy sauce made from soy (tamari)
24,1 1/2 cups cooked black beans,"""16014""","beans, black, mature seeds, raw"
25,2 large eggs,"""01123""","egg, whole, raw, fresh"
26,1 large egg yolk,"""01125""","egg, yolk, raw, fresh"
27,1 cup milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
28,1 teaspoon salt and 1/2 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
29,3 dashes of Tabasco sauce,"""06169""","sauce, ready-to-serve, pepper, tabasco"
30,3 tablespoons unsalted butter melted,"""01145""","butter, without salt"
31,5-ounce log of goat cheese,"""01159""","cheese, goat, soft type"
32,1/2 bunch watercress tough stems removed for garnish,"""11591""","watercress, raw"
33,1 tablespoon plus 2 1/2 teaspoons active dry yeast,"""18375""","leavening agents, yeast, baker's, active dry"
34,1 cup warm water,"""14411""","beverages, water, tap, drinking"
35,1 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
36,1 1/4 sticks unsalted butter at room temperature,"""01145""","butter, without salt"
37,2/3 cup granulated sugar,"""19335""","sugars, granulated"
38,3 eggs,"""01123""","egg, whole, raw, fresh"
39,1 teaspoon vanilla extract,"""02050""",vanilla extract
40,1 teaspoon kosher salt,"""02047""","salt, table"
41,3 1/2 cups bread flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
42,1 gallon fryer oil,"""44005""","oil, corn, peanut, and olive"
43,3/4 cup raspberry jam (preferably seedless) in a pastry bag fitted with a small tip,"""19297""",jams and preserves
