,original_text,NDB_ID,Description
52.0,1 cup plain whole-milk Greek yogurt,"""01287""","yogurt, greek, plain, lowfat"
53.0,3/4 cup whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
54.0,3 oranges,"""09202""","oranges, raw, navels (includes foods for usda's food distribution program)"
55.0,Lemon juice (optional),"""09152""","lemon juice, raw"
56.0,3 tablespoons butter or margarine,"""01001""","butter, salted"
57.0,1 package (10 oz. about 40) marshmallows,"""19116""","candies, marshmallows"
58.0,- OR -,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
59.0,4 cups miniature marshmallows,"""19116""","candies, marshmallows"
60.0,6 cups KELLOGGS® COCOA KRISPIES® cereal,"""08177""","cereals, malt-o-meal, chocolate, dry"
61.0,Creamy peanut butter,"""16399""","peanut butter with omega-3, creamy"
62.0,KELLOGGS® COCOA KRISPIES® cereal,"""08177""","cereals, malt-o-meal, chocolate, dry"
63.0,Pretzel twists,"""43109""","pretzels, soft"
64.0,Pretzel sticks,"""43109""","pretzels, soft"
65.0,Canned frosting or decorating gel,"""19230""","frostings, vanilla, creamy, ready-to-eat"
66.0,Assorted candies,"""19919""","candies, fruit snacks, with high vitamin c"
